Mod:Item:MetaData, Localized Name
gregtech:gt.meta.crushedCentrifuged:60, oredict.crushedCentrifugedCarbon.name
gregtech:gt.meta.crushedCentrifuged:61, oredict.crushedCentrifugedCarbon13.name
gregtech:gt.meta.crushedCentrifuged:62, oredict.crushedCentrifugedCarbon14.name
gregtech:gt.meta.crushedCentrifuged:90, oredict.crushedCentrifugedFluorine.name
gregtech:gt.meta.crushedCentrifuged:110, oredict.crushedCentrifugedSodium.name
gregtech:gt.meta.crushedCentrifuged:120, oredict.crushedCentrifugedMagnesium.name
gregtech:gt.meta.crushedCentrifuged:130, oredict.crushedCentrifugedAluminium.name
gregtech:gt.meta.crushedCentrifuged:140, oredict.crushedCentrifugedSilicon.name
gregtech:gt.meta.crushedCentrifuged:150, oredict.crushedCentrifugedPhosphor.name
gregtech:gt.meta.crushedCentrifuged:160, oredict.crushedCentrifugedSulfur.name
gregtech:gt.meta.crushedCentrifuged:170, oredict.crushedCentrifugedChlorine.name
gregtech:gt.meta.crushedCentrifuged:190, oredict.crushedCentrifugedPotassium.name
gregtech:gt.meta.crushedCentrifuged:200, oredict.crushedCentrifugedCalcium.name
gregtech:gt.meta.crushedCentrifuged:220, oredict.crushedCentrifugedTitanium.name
gregtech:gt.meta.crushedCentrifuged:230, oredict.crushedCentrifugedVanadium.name
gregtech:gt.meta.crushedCentrifuged:240, oredict.crushedCentrifugedChromium.name
gregtech:gt.meta.crushedCentrifuged:250, oredict.crushedCentrifugedManganese.name
gregtech:gt.meta.crushedCentrifuged:260, oredict.crushedCentrifugedIron.name
gregtech:gt.meta.crushedCentrifuged:270, oredict.crushedCentrifugedCobalt.name
gregtech:gt.meta.crushedCentrifuged:278, oredict.crushedCentrifugedCobalt60.name
gregtech:gt.meta.crushedCentrifuged:280, oredict.crushedCentrifugedNickel.name
gregtech:gt.meta.crushedCentrifuged:290, oredict.crushedCentrifugedCopper.name
gregtech:gt.meta.crushedCentrifuged:300, oredict.crushedCentrifugedZinc.name
gregtech:gt.meta.crushedCentrifuged:310, oredict.crushedCentrifugedGallium.name
gregtech:gt.meta.crushedCentrifuged:350, oredict.crushedCentrifugedBromine.name
gregtech:gt.meta.crushedCentrifuged:370, oredict.crushedCentrifugedRubidium.name
gregtech:gt.meta.crushedCentrifuged:380, oredict.crushedCentrifugedStrontium.name
gregtech:gt.meta.crushedCentrifuged:390, oredict.crushedCentrifugedYttrium.name
gregtech:gt.meta.crushedCentrifuged:400, oredict.crushedCentrifugedZirconium.name
gregtech:gt.meta.crushedCentrifuged:410, oredict.crushedCentrifugedNiobium.name
gregtech:gt.meta.crushedCentrifuged:420, oredict.crushedCentrifugedMolybdenum.name
gregtech:gt.meta.crushedCentrifuged:440, oredict.crushedCentrifugedRuthenium.name
gregtech:gt.meta.crushedCentrifuged:450, oredict.crushedCentrifugedRhodium.name
gregtech:gt.meta.crushedCentrifuged:460, oredict.crushedCentrifugedPalladium.name
gregtech:gt.meta.crushedCentrifuged:470, oredict.crushedCentrifugedSilver.name
gregtech:gt.meta.crushedCentrifuged:480, oredict.crushedCentrifugedCadmium.name
gregtech:gt.meta.crushedCentrifuged:490, oredict.crushedCentrifugedIndium.name
gregtech:gt.meta.crushedCentrifuged:500, oredict.crushedCentrifugedTin.name
gregtech:gt.meta.crushedCentrifuged:510, oredict.crushedCentrifugedAntimony.name
gregtech:gt.meta.crushedCentrifuged:530, oredict.crushedCentrifugedIodine.name
gregtech:gt.meta.crushedCentrifuged:600, oredict.crushedCentrifugedNeodymium.name
gregtech:gt.meta.crushedCentrifuged:720, oredict.crushedCentrifugedHafnium.name
gregtech:gt.meta.crushedCentrifuged:730, oredict.crushedCentrifugedTantalum.name
gregtech:gt.meta.crushedCentrifuged:740, oredict.crushedCentrifugedTungsten.name
gregtech:gt.meta.crushedCentrifuged:750, oredict.crushedCentrifugedRhenium.name
gregtech:gt.meta.crushedCentrifuged:760, oredict.crushedCentrifugedOsmium.name
gregtech:gt.meta.crushedCentrifuged:770, oredict.crushedCentrifugedIridium.name
gregtech:gt.meta.crushedCentrifuged:780, oredict.crushedCentrifugedPlatinum.name
gregtech:gt.meta.crushedCentrifuged:790, oredict.crushedCentrifugedGold.name
gregtech:gt.meta.crushedCentrifuged:800, oredict.crushedCentrifugedMercury.name
gregtech:gt.meta.crushedCentrifuged:820, oredict.crushedCentrifugedLead.name
gregtech:gt.meta.crushedCentrifuged:830, oredict.crushedCentrifugedBismuth.name
gregtech:gt.meta.crushedCentrifuged:880, oredict.crushedCentrifugedRadium.name
gregtech:gt.meta.crushedCentrifuged:900, oredict.crushedCentrifugedThorium.name
gregtech:gt.meta.crushedCentrifuged:920, oredict.crushedCentrifugedUranium.name
gregtech:gt.meta.crushedCentrifuged:921, oredict.crushedCentrifugedUranium235.name
gregtech:gt.meta.crushedCentrifuged:940, oredict.crushedCentrifugedPlutonium.name
gregtech:gt.meta.crushedCentrifuged:943, oredict.crushedCentrifugedPlutonium241.name
gregtech:gt.meta.crushedCentrifuged:945, oredict.crushedCentrifugedPlutonium243.name
gregtech:gt.meta.crushedCentrifuged:950, oredict.crushedCentrifugedAmericium.name
gregtech:gt.meta.crushedCentrifuged:951, oredict.crushedCentrifugedAmericium241.name
gregtech:gt.meta.crushedCentrifuged:1250, oredict.crushedCentrifugedTritaniumElemental.name
gregtech:gt.meta.crushedCentrifuged:1260, oredict.crushedCentrifugedTrinium.name
gregtech:gt.meta.crushedCentrifuged:1450, oredict.crushedCentrifugedDuraniumElemental.name
gregtech:gt.meta.crushedCentrifuged:1520, oredict.crushedCentrifugedVibranium.name
gregtech:gt.meta.crushedCentrifuged:1740, oredict.crushedCentrifugedNaquadah.name
gregtech:gt.meta.crushedCentrifuged:1741, oredict.crushedCentrifugedNaquadahEnriched.name
gregtech:gt.meta.crushedCentrifuged:1742, oredict.crushedCentrifugedNaquadria.name
gregtech:gt.meta.crushedCentrifuged:2220, oredict.crushedCentrifugedAdamantium.name
gregtech:gt.meta.crushedCentrifuged:8102, oredict.crushedCentrifugedSluiceSand.name
gregtech:gt.meta.crushedCentrifuged:8103, oredict.crushedCentrifugedPlatinumGroupSludge.name
gregtech:gt.meta.crushedCentrifuged:8203, oredict.crushedCentrifugedRockSalt.name
gregtech:gt.meta.crushedCentrifuged:8204, oredict.crushedCentrifugedSalt.name
gregtech:gt.meta.crushedCentrifuged:8205, oredict.crushedCentrifugedSaltpeter.name
gregtech:gt.meta.crushedCentrifuged:8206, oredict.crushedCentrifugedNiter.name
gregtech:gt.meta.crushedCentrifuged:8207, oredict.crushedCentrifugedPhosphate.name
gregtech:gt.meta.crushedCentrifuged:8208, oredict.crushedCentrifugedPhosphorus.name
gregtech:gt.meta.crushedCentrifuged:8209, oredict.crushedCentrifugedApatite.name
gregtech:gt.meta.crushedCentrifuged:8226, oredict.crushedCentrifugedPhosphorite.name
gregtech:gt.meta.crushedCentrifuged:8242, oredict.crushedCentrifugedIodineSalt.name
gregtech:gt.meta.crushedCentrifuged:8243, oredict.crushedCentrifugedSilverIodide.name
gregtech:gt.meta.crushedCentrifuged:8300, oredict.crushedCentrifugedDiamond.name
gregtech:gt.meta.crushedCentrifuged:8301, oredict.crushedCentrifugedEmerald.name
gregtech:gt.meta.crushedCentrifuged:8302, oredict.crushedCentrifugedRuby.name
gregtech:gt.meta.crushedCentrifuged:8303, oredict.crushedCentrifugedBalasRuby.name
gregtech:gt.meta.crushedCentrifuged:8304, oredict.crushedCentrifugedSapphire.name
gregtech:gt.meta.crushedCentrifuged:8305, oredict.crushedCentrifugedGreenSapphire.name
gregtech:gt.meta.crushedCentrifuged:8306, oredict.crushedCentrifugedTopaz.name
gregtech:gt.meta.crushedCentrifuged:8307, oredict.crushedCentrifugedBlueTopaz.name
gregtech:gt.meta.crushedCentrifuged:8308, oredict.crushedCentrifugedTanzanite.name
gregtech:gt.meta.crushedCentrifuged:8309, oredict.crushedCentrifugedJasper.name
gregtech:gt.meta.crushedCentrifuged:8310, oredict.crushedCentrifugedAmber.name
gregtech:gt.meta.crushedCentrifuged:8311, oredict.crushedCentrifugedOlivine.name
gregtech:gt.meta.crushedCentrifuged:8312, oredict.crushedCentrifugedOpal.name
gregtech:gt.meta.crushedCentrifuged:8313, oredict.crushedCentrifugedAmethyst.name
gregtech:gt.meta.crushedCentrifuged:8314, oredict.crushedCentrifugedOrangeSapphire.name
gregtech:gt.meta.crushedCentrifuged:8315, oredict.crushedCentrifugedYellowSapphire.name
gregtech:gt.meta.crushedCentrifuged:8316, oredict.crushedCentrifugedVinteum.name
gregtech:gt.meta.crushedCentrifuged:8317, oredict.crushedCentrifugedDilithium.name
gregtech:gt.meta.crushedCentrifuged:8321, oredict.crushedCentrifugedJade.name
gregtech:gt.meta.crushedCentrifuged:8322, oredict.crushedCentrifugedCraponite.name
gregtech:gt.meta.crushedCentrifuged:8323, oredict.crushedCentrifugedAquamarine.name
gregtech:gt.meta.crushedCentrifuged:8324, oredict.crushedCentrifugedMorganite.name
gregtech:gt.meta.crushedCentrifuged:8325, oredict.crushedCentrifugedDioptase.name
gregtech:gt.meta.crushedCentrifuged:8326, oredict.crushedCentrifugedSpinel.name
gregtech:gt.meta.crushedCentrifuged:8328, oredict.crushedCentrifugedBlueSapphire.name
gregtech:gt.meta.crushedCentrifuged:8330, oredict.crushedCentrifugedLazurite.name
gregtech:gt.meta.crushedCentrifuged:8331, oredict.crushedCentrifugedSodalite.name
gregtech:gt.meta.crushedCentrifuged:8332, oredict.crushedCentrifugedLapis.name
gregtech:gt.meta.crushedCentrifuged:8333, oredict.crushedCentrifugedRedstone.name
gregtech:gt.meta.crushedCentrifuged:8334, oredict.crushedCentrifugedCoal.name
gregtech:gt.meta.crushedCentrifuged:8337, oredict.crushedCentrifugedLignite.name
gregtech:gt.meta.crushedCentrifuged:8338, oredict.crushedCentrifugedMonazite.name
gregtech:gt.meta.crushedCentrifuged:8339, oredict.crushedCentrifugedTeslatite.name
gregtech:gt.meta.crushedCentrifuged:8340, oredict.crushedCentrifugedNikolite.name
gregtech:gt.meta.crushedCentrifuged:8341, oredict.crushedCentrifugedGlowstone.name
gregtech:gt.meta.crushedCentrifuged:8342, oredict.crushedCentrifugedFirestone.name
gregtech:gt.meta.crushedCentrifuged:8343, oredict.crushedCentrifugedForce.name
gregtech:gt.meta.crushedCentrifuged:8344, oredict.crushedCentrifugedForcicium.name
gregtech:gt.meta.crushedCentrifuged:8345, oredict.crushedCentrifugedForcillium.name
gregtech:gt.meta.crushedCentrifuged:8346, oredict.crushedCentrifugedNetherQuartz.name
gregtech:gt.meta.crushedCentrifuged:8347, oredict.crushedCentrifugedCertusQuartz.name
gregtech:gt.meta.crushedCentrifuged:8348, oredict.crushedCentrifugedChargedCertusQuartz.name
gregtech:gt.meta.crushedCentrifuged:8352, oredict.crushedCentrifugedInfusedAir.name
gregtech:gt.meta.crushedCentrifuged:8353, oredict.crushedCentrifugedInfusedFire.name
gregtech:gt.meta.crushedCentrifuged:8354, oredict.crushedCentrifugedInfusedEarth.name
gregtech:gt.meta.crushedCentrifuged:8355, oredict.crushedCentrifugedInfusedWater.name
gregtech:gt.meta.crushedCentrifuged:8356, oredict.crushedCentrifugedInfusedEntropy.name
gregtech:gt.meta.crushedCentrifuged:8357, oredict.crushedCentrifugedInfusedOrder.name
gregtech:gt.meta.crushedCentrifuged:8359, oredict.crushedCentrifugedElectrotine.name
gregtech:gt.meta.crushedCentrifuged:8362, oredict.crushedCentrifugedAnthracite.name
gregtech:gt.meta.crushedCentrifuged:8363, oredict.crushedCentrifugedPrismane.name
gregtech:gt.meta.crushedCentrifuged:8364, oredict.crushedCentrifugedLonsdaleite.name
gregtech:gt.meta.crushedCentrifuged:8600, oredict.crushedCentrifugedElectrum.name
gregtech:gt.meta.crushedCentrifuged:8630, oredict.crushedCentrifugedSteel.name
gregtech:gt.meta.crushedCentrifuged:8641, oredict.crushedCentrifugedDeepIron.name
gregtech:gt.meta.crushedCentrifuged:8642, oredict.crushedCentrifugedPigIron.name
gregtech:gt.meta.crushedCentrifuged:8648, oredict.crushedCentrifugedDarkIron.name
gregtech:gt.meta.crushedCentrifuged:8649, oredict.crushedCentrifugedMeteoricIron.name
gregtech:gt.meta.crushedCentrifuged:8670, oredict.crushedCentrifugedShadowIron.name
gregtech:gt.meta.crushedCentrifuged:8676, oredict.crushedCentrifugedAstralSilver.name
gregtech:gt.meta.crushedCentrifuged:8677, oredict.crushedCentrifugedMidasium.name
gregtech:gt.meta.crushedCentrifuged:8678, oredict.crushedCentrifugedMithril.name
gregtech:gt.meta.crushedCentrifuged:8701, oredict.crushedCentrifugedAredrite.name
gregtech:gt.meta.crushedCentrifuged:8707, oredict.crushedCentrifugedArdite.name
gregtech:gt.meta.crushedCentrifuged:8715, oredict.crushedCentrifugedYellorium.name
gregtech:gt.meta.crushedCentrifuged:8716, oredict.crushedCentrifugedBlutonium.name
gregtech:gt.meta.crushedCentrifuged:8717, oredict.crushedCentrifugedCyanite.name
gregtech:gt.meta.crushedCentrifuged:8750, oredict.crushedCentrifugedDesh.name
gregtech:gt.meta.crushedCentrifuged:8753, oredict.crushedCentrifugedDolamide.name
gregtech:gt.meta.crushedCentrifuged:8760, oredict.crushedCentrifugedAlduorite.name
gregtech:gt.meta.crushedCentrifuged:8761, oredict.crushedCentrifugedInfuscolium.name
gregtech:gt.meta.crushedCentrifuged:8762, oredict.crushedCentrifugedRubracium.name
gregtech:gt.meta.crushedCentrifuged:8763, oredict.crushedCentrifugedMeutoite.name
gregtech:gt.meta.crushedCentrifuged:8764, oredict.crushedCentrifugedLemurite.name
gregtech:gt.meta.crushedCentrifuged:8765, oredict.crushedCentrifugedCeruclase.name
gregtech:gt.meta.crushedCentrifuged:8766, oredict.crushedCentrifugedAtlarus.name
gregtech:gt.meta.crushedCentrifuged:8767, oredict.crushedCentrifugedOureclase.name
gregtech:gt.meta.crushedCentrifuged:8768, oredict.crushedCentrifugedKalendrite.name
gregtech:gt.meta.crushedCentrifuged:8769, oredict.crushedCentrifugedOrichalcum.name
gregtech:gt.meta.crushedCentrifuged:8770, oredict.crushedCentrifugedCarmot.name
gregtech:gt.meta.crushedCentrifuged:8771, oredict.crushedCentrifugedSanguinite.name
gregtech:gt.meta.crushedCentrifuged:8772, oredict.crushedCentrifugedVyroxeres.name
gregtech:gt.meta.crushedCentrifuged:8773, oredict.crushedCentrifugedEximite.name
gregtech:gt.meta.crushedCentrifuged:8774, oredict.crushedCentrifugedPrometheum.name
gregtech:gt.meta.crushedCentrifuged:8775, oredict.crushedCentrifugedIgnatius.name
gregtech:gt.meta.crushedCentrifuged:8776, oredict.crushedCentrifugedVulcanite.name
gregtech:gt.meta.crushedCentrifuged:8791, oredict.crushedCentrifugedDraconium.name
gregtech:gt.meta.crushedCentrifuged:9000, oredict.crushedCentrifugedPumice.name
gregtech:gt.meta.crushedCentrifuged:9001, oredict.crushedCentrifugedDiatomite.name
gregtech:gt.meta.crushedCentrifuged:9003, oredict.crushedCentrifugedBasalticMineralSand.name
gregtech:gt.meta.crushedCentrifuged:9004, oredict.crushedCentrifugedGraniticMineralSand.name
gregtech:gt.meta.crushedCentrifuged:9005, oredict.crushedCentrifugedGarnetSand.name
gregtech:gt.meta.crushedCentrifuged:9006, oredict.crushedCentrifugedQuartzSand.name
gregtech:gt.meta.crushedCentrifuged:9100, oredict.crushedCentrifugedRareEarth.name
gregtech:gt.meta.crushedCentrifuged:9101, oredict.crushedCentrifugedAlmandine.name
gregtech:gt.meta.crushedCentrifuged:9102, oredict.crushedCentrifugedAndradite.name
gregtech:gt.meta.crushedCentrifuged:9103, oredict.crushedCentrifugedAsbestos.name
gregtech:gt.meta.crushedCentrifuged:9104, oredict.crushedCentrifugedHematite.name
gregtech:gt.meta.crushedCentrifuged:9105, oredict.crushedCentrifugedBauxite.name
gregtech:gt.meta.crushedCentrifuged:9106, oredict.crushedCentrifugedBrownLimonite.name
gregtech:gt.meta.crushedCentrifuged:9107, oredict.crushedCentrifugedCalcite.name
gregtech:gt.meta.crushedCentrifuged:9108, oredict.crushedCentrifugedCassiterite.name
gregtech:gt.meta.crushedCentrifuged:9109, oredict.crushedCentrifugedCassiteriteSand.name
gregtech:gt.meta.crushedCentrifuged:9110, oredict.crushedCentrifugedCelestine.name
gregtech:gt.meta.crushedCentrifuged:9111, oredict.crushedCentrifugedChalcopyrite.name
gregtech:gt.meta.crushedCentrifuged:9112, oredict.crushedCentrifugedChalk.name
gregtech:gt.meta.crushedCentrifuged:9113, oredict.crushedCentrifugedChromite.name
gregtech:gt.meta.crushedCentrifuged:9114, oredict.crushedCentrifugedCinnabar.name
gregtech:gt.meta.crushedCentrifuged:9115, oredict.crushedCentrifugedCobaltite.name
gregtech:gt.meta.crushedCentrifuged:9116, oredict.crushedCentrifugedCooperite.name
gregtech:gt.meta.crushedCentrifuged:9117, oredict.crushedCentrifugedGalena.name
gregtech:gt.meta.crushedCentrifuged:9118, oredict.crushedCentrifugedGarnierite.name
gregtech:gt.meta.crushedCentrifuged:9119, oredict.crushedCentrifugedGrossular.name
gregtech:gt.meta.crushedCentrifuged:9120, oredict.crushedCentrifugedIlmenite.name
gregtech:gt.meta.crushedCentrifuged:9121, oredict.crushedCentrifugedMagnesite.name
gregtech:gt.meta.crushedCentrifuged:9122, oredict.crushedCentrifugedMagnetite.name
gregtech:gt.meta.crushedCentrifuged:9123, oredict.crushedCentrifugedMolybdenite.name
gregtech:gt.meta.crushedCentrifuged:9124, oredict.crushedCentrifugedPowellite.name
gregtech:gt.meta.crushedCentrifuged:9125, oredict.crushedCentrifugedPyrite.name
gregtech:gt.meta.crushedCentrifuged:9126, oredict.crushedCentrifugedPyrolusite.name
gregtech:gt.meta.crushedCentrifuged:9127, oredict.crushedCentrifugedPyrope.name
gregtech:gt.meta.crushedCentrifuged:9128, oredict.crushedCentrifugedScheelite.name
gregtech:gt.meta.crushedCentrifuged:9129, oredict.crushedCentrifugedSpessartine.name
gregtech:gt.meta.crushedCentrifuged:9130, oredict.crushedCentrifugedSphalerite.name
gregtech:gt.meta.crushedCentrifuged:9131, oredict.crushedCentrifugedStibnite.name
gregtech:gt.meta.crushedCentrifuged:9132, oredict.crushedCentrifugedTetrahedrite.name
gregtech:gt.meta.crushedCentrifuged:9133, oredict.crushedCentrifugedTungstate.name
gregtech:gt.meta.crushedCentrifuged:9134, oredict.crushedCentrifugedUraninite.name
gregtech:gt.meta.crushedCentrifuged:9135, oredict.crushedCentrifugedUvarovite.name
gregtech:gt.meta.crushedCentrifuged:9136, oredict.crushedCentrifugedWulfenite.name
gregtech:gt.meta.crushedCentrifuged:9137, oredict.crushedCentrifugedYellowLimonite.name
gregtech:gt.meta.crushedCentrifuged:9138, oredict.crushedCentrifugedPerlite.name
gregtech:gt.meta.crushedCentrifuged:9139, oredict.crushedCentrifugedBorax.name
gregtech:gt.meta.crushedCentrifuged:9140, oredict.crushedCentrifugedPotassiumFeldspar.name
gregtech:gt.meta.crushedCentrifuged:9141, oredict.crushedCentrifugedBiotite.name
gregtech:gt.meta.crushedCentrifuged:9142, oredict.crushedCentrifugedChrysotile.name
gregtech:gt.meta.crushedCentrifuged:9143, oredict.crushedCentrifugedFerrovanadium.name
gregtech:gt.meta.crushedCentrifuged:9144, oredict.crushedCentrifugedBastnasite.name
gregtech:gt.meta.crushedCentrifuged:9145, oredict.crushedCentrifugedPentlandite.name
gregtech:gt.meta.crushedCentrifuged:9146, oredict.crushedCentrifugedSpodumene.name
gregtech:gt.meta.crushedCentrifuged:9147, oredict.crushedCentrifugedPollucite.name
gregtech:gt.meta.crushedCentrifuged:9148, oredict.crushedCentrifugedTantalite.name
gregtech:gt.meta.crushedCentrifuged:9149, oredict.crushedCentrifugedLepidolite.name
gregtech:gt.meta.crushedCentrifuged:9150, oredict.crushedCentrifugedGlauconite.name
gregtech:gt.meta.crushedCentrifuged:9151, oredict.crushedCentrifugedGlauconiteSand.name
gregtech:gt.meta.crushedCentrifuged:9152, oredict.crushedCentrifugedVermiculite.name
gregtech:gt.meta.crushedCentrifuged:9153, oredict.crushedCentrifugedBentonite.name
gregtech:gt.meta.crushedCentrifuged:9154, oredict.crushedCentrifugedFullersEarth.name
gregtech:gt.meta.crushedCentrifuged:9155, oredict.crushedCentrifugedPitchblende.name
gregtech:gt.meta.crushedCentrifuged:9156, oredict.crushedCentrifugedMalachite.name
gregtech:gt.meta.crushedCentrifuged:9157, oredict.crushedCentrifugedMirabilite.name
gregtech:gt.meta.crushedCentrifuged:9158, oredict.crushedCentrifugedMica.name
gregtech:gt.meta.crushedCentrifuged:9159, oredict.crushedCentrifugedTrona.name
gregtech:gt.meta.crushedCentrifuged:9160, oredict.crushedCentrifugedBarite.name
gregtech:gt.meta.crushedCentrifuged:9161, oredict.crushedCentrifugedGypsum.name
gregtech:gt.meta.crushedCentrifuged:9162, oredict.crushedCentrifugedAlunite.name
gregtech:gt.meta.crushedCentrifuged:9163, oredict.crushedCentrifugedDolomite.name
gregtech:gt.meta.crushedCentrifuged:9164, oredict.crushedCentrifugedWollastonite.name
gregtech:gt.meta.crushedCentrifuged:9165, oredict.crushedCentrifugedZeolite.name
gregtech:gt.meta.crushedCentrifuged:9166, oredict.crushedCentrifugedKyanite.name
gregtech:gt.meta.crushedCentrifuged:9167, oredict.crushedCentrifugedKaolinite.name
gregtech:gt.meta.crushedCentrifuged:9168, oredict.crushedCentrifugedTalc.name
gregtech:gt.meta.crushedCentrifuged:9169, oredict.crushedCentrifugedSoapstone.name
gregtech:gt.meta.crushedCentrifuged:9174, oredict.crushedCentrifugedGraphite.name
gregtech:gt.meta.crushedCentrifuged:9180, oredict.crushedCentrifugedQuartzite.name
gregtech:gt.meta.crushedCentrifuged:9183, oredict.crushedCentrifugedEmery.name
gregtech:gt.meta.crushedCentrifuged:9192, oredict.crushedCentrifugedRutile.name
gregtech:gt.meta.crushedCentrifuged:9193, oredict.crushedCentrifugedStolzite.name
gregtech:gt.meta.crushedCentrifuged:9194, oredict.crushedCentrifugedWolframite.name
